operon_no.	single/multi	strand	start_gene	last_gene	operon_left_cord	operon_right_cord	locus_tag	gene/RNA_type	name_gene	kegg_nomenclature	start_position	last_position	first_gene/in_operon	form	leaderless?	changed
13		+			117306	123314	MSMEG_0097				121119	122084		1	N	
13		+			117306	123314	MSMEG_0098				122105	122818		1	Y	
13		+			117306	123314	MSMEG_0099				122829	123314		1	N	
15		-			123837	128024	MSMEG_0100				124643	123837		1	N	
15		-			123837	128024	MSMEG_0102				125875	124640		1	N	
15		-			123837	128024	MSMEG_0103				127099	125900		1	N	
15		-			123837	128024	MSMEG_0104				128024	127143		1	Y	
16		+			128084	129916	MSMEG_0105				128084	128734		1	N	
16		+			128084	129916	MSMEG_0106				128750	129916		1	N	
17		-			131570	135713	MSMEG_0108				132709	131570		1	N	
17		-			131570	135713	MSMEG_0109				134153	132711		1	N	
17		-			131570	135713	MSMEG_0110				135713	134172		1	N	
18		+			136950	139626	MSMEG_0113				136950	137810		1	N	
18		+			136950	139626	MSMEG_0114				137817	138845		1	N	
18		+			136950	139626	MSMEG_0116				138829	139626		1	N	
19		+			141969	146593	MSMEG_0120				141969	142628		1	N	
19		+			141969	146593	MSMEG_0121				142625	143398		1	N	
19		+			141969	146593	MSMEG_0122				143535	144542		1	N	
19		+			141969	146593	MSMEG_0123				144542	145048		1	N	
19		+			141969	146593	MSMEG_0125				145067	146593		1	N	
20		-			146549	149478	MSMEG_0124				147232	146549		1	Y	
20		-			146549	149478	MSMEG_0126				148347	147229		1	N	
20		-			146549	149478	MSMEG_0127				149478	148387		1	Y	
21		+			149514	166612	MSMEG_0128				149514	149963		1	Y	
21		+			149514	166612	MSMEG_0129				149990	150424		1	N	
21		+			149514	166612	MSMEG_0131				151273	152907		1	N	
21		+			149514	166612	MSMEG_0132				153100	153900		1	N	
21		+			149514	166612	MSMEG_0133				153902	154771		1	N	
21		+			149514	166612	MSMEG_0134				154776	156005		1	N	
21		+			149514	166612	MSMEG_0135				156002	157033		1	N	
21		+			149514	166612	MSMEG_0136				157030	158604		1	N	
21		+			149514	166612	MSMEG_0137				158623	160266		1	N	
21		+			149514	166612	MSMEG_0138				160482	161438		1	Y (1 nt leader)	
21		+			149514	166612	MSMEG_0139				161440	162996		1	N	
21		+			149514	166612	MSMEG_0140				162966	163574		1	N	
21		+			149514	166612	MSMEG_0141				163571	164539		1	N	
21		+			149514	166612	MSMEG_0142				164536	165084		1	N	
21		+			149514	166612	MSMEG_0143				165051	165941		1	N	
21		+			149514	166612	MSMEG_0145				165944	166612		1	N	
23		-			172501	175340	MSMEG_0150				173934	172501		1	N	
23		-			172501	175340	MSMEG_0151				174254	173931		1	N	
23		-			172501	175340	MSMEG_0152				175340	174258		1	N	
24		+			175555	187780	MSMEG_0153				175555	176568		1	N	
24		+			175555	187780	MSMEG_0154				176579	178012		1	N	
24		+			175555	187780	MSMEG_0156				178631	179557		1	N	
24		+			175555	187780	MSMEG_0157				179717	181450		1	N	
24		+			175555	187780	MSMEG_0158				181519	182781		1	N	
24		+			175555	187780	MSMEG_0159				182884	183369		1	N	
24		+			175555	187780	MSMEG_0160				183366	184964		1	N	
24		+			175555	187780	MSMEG_0161				184961	187780		1	N	
26		+			193685	196567	MSMEG_0168				193685	194971		1	N	
26		+			193685	196567	MSMEG_0170				195185	196567		1	N	
27		+			200304	202866	MSMEG_0176				200304	201158		1	N	
27		+			200304	202866	MSMEG_0177				201116	202087		1	N	
27		+			200304	202866	MSMEG_0178				202084	202866		1	N	
28		-			208033	211915	MSMEG_0183				208584	208033		1	N	
28		-			208033	211915	MSMEG_0185				211442	208581		1	N	
28		-			208033	211915	MSMEG_0186				211915	211421		1	N	
29		-			212999	216680	MSMEG_0189				214165	212999		1	N	
29		-			212999	216680	MSMEG_0190				215742	214183		1	N	
29		-			212999	216680	MSMEG_0191				216680	215751		1	N	
30		+			216912	218724	MSMEG_0192				216912	217814		1	N	
30		+			216912	218724	MSMEG_0193				217828	218724		1	N	
31		+			219598	222139	MSMEG_0195				219598	221238		1	N	
31		+			219598	222139	MSMEG_0196				221243	222139		1	N	
32		+			235408	236060	MSMEG_0208				235408	235785		1	N	
32		+			235408	236060	MSMEG_0209				235782	236060		1	N	
33		-			237244	242465	MSMEG_0211				239607	237244		1	N	
33		-			237244	242465	MSMEG_0212				240026	239607		1	Y	
33		-			237244	242465	MSMEG_0213				240471	240031		1	N	
33		-			237244	242465	MSMEG_0214				241771	240488		1	N	
33		-			237244	242465	MSMEG_0215				242465	241749		1	Y	
34		-			243477	246293	MSMEG_0217				244601	243477		1	N	
34		-			243477	246293	MSMEG_0219				246263	245271		1	Y	
35		+			246357	250112	MSMEG_0220				246360	247199		1	Y	
35		+			246357	250112	MSMEG_0221				247214	248173		1	N	
35		+			246357	250112	MSMEG_0222				248214	248957		1	N	
35		+			246357	250112	MSMEG_0223				248954	249436		1	N	
35		+			246357	250112	MSMEG_0224				249456	250112		1	Y	
36		-			250120	253442	MSMEG_0225				253017	250120		1	N	
36		-			250120	253442	MSMEG_0226				253442	253014		1	N	
37		+			259367	262480	MSMEG_0230				259367	259672		1	Y	
37		+			259367	262480	MSMEG_0232				260053	261282		1	N	
37		+			259367	262480	MSMEG_0233				261440	262480		1	N	
39		+			264607	265913	MSMEG_0235				264607	265227		1	Y	
39		+			264607	265913	MSMEG_0236				265224	265913		1	N	
40		-			267632	272941	MSMEG_0238				268102	267632		1	N	
40		-			267632	272941	MSMEG_0239				269390	268095		1	Y	
40		-			267632	272941	MSMEG_0240				270074	269466		1	N	
40		-			267632	272941	MSMEG_0241				272941	270077		1	N	
41		+			274044	276513	MSMEG_0243				274044	274394		1	N	
41		+			274044	276513	MSMEG_0244				274400	275140		1	N	
41		+			274044	276513	MSMEG_0246				275161	276513		1	N	
42		-			280382	284941	MSMEG_0250				283423	280382		1	N	
42		-			280382	284941	MSMEG_0251				284216	283518		1	N	
42		-			280382	284941	MSMEG_0252				284941	284219		1	N	
43		+			285164	294721	MSMEG_0253				285164	286186		1	N	
43		+			285164	294721	MSMEG_0254				286183	287649		1	N	
43		+			285164	294721	MSMEG_0255				287807	289633		1	N	
43		+			285164	294721	MSMEG_0257				290685	292199		1	Y	
43		+			285164	294721	MSMEG_0259				292201	293106		1	N	
43		+			285164	294721	MSMEG_0260				293906	294721		1	N	
44		+			294737	298137	MSMEG_0261				294737	295729		1	Y	
44		+			294737	298137	MSMEG_0262				295766	296872		1	N	
44		+			294737	298137	MSMEG_0263				296866	298137		1	N	
45		-			302495	310378	MSMEG_0268				303274	302495		1	N	
45		-			302495	310378	MSMEG_0269				304103	303324		1	N	
45		-			302495	310378	MSMEG_0270				305144	304140		1	N	
45		-			302495	310378	MSMEG_0271				305800	305144		1	N	
45		-			302495	310378	MSMEG_0272				306084	305803		1	N	
45		-			302495	310378	MSMEG_0273				306360	306097		1	N	
45		-			302495	310378	MSMEG_0274				306898	306377		1	N	
45		-			302495	310378	MSMEG_0275				307509	306901		1	N	
45		-			302495	310378	MSMEG_0276				309101	307518		1	N	
45		-			302495	310378	MSMEG_0277				310378	309098		1	N	
46		+			313349	316055	MSMEG_0281				313349	314920		1	N	
46		+			313349	316055	MSMEG_0283				315285	316055		1	N	
47		-			317634	318844	MSMEG_0286				318320	317634		1	N	
47		-			317634	318844	MSMEG_0287				318844	318317		1	Y	
48		+			320261	322804	MSMEG_0289				320261	321361		1	N	
48		+			320261	322804	MSMEG_0290				321386	322804		1	N	
49		-			322807	330544	MSMEG_0291				323652	322807		1	N	
49		-			322807	330544	MSMEG_0292				324010	323681		1	N	
49		-			322807	330544	MSMEG_0293				325277	324012		1	N	
49		-			322807	330544	MSMEG_0294				326060	325317		1	N	
49		-			322807	330544	MSMEG_0295				327124	326057		1	Y (1 nt leader)	
49		-			322807	330544	MSMEG_0296				327647	327192		1	N	
49		-			322807	330544	MSMEG_0297				328937	327678		1	N	
49		-			322807	330544	MSMEG_0298				329275	328934		1	N	
49		-			322807	330544	MSMEG_0299				330544	329279		1	N	
50		-			334261	337911	MSMEG_0302				335472	334261		1	N	
50		-			334261	337911	MSMEG_0304				337096	335465		1	N	
50		-			334261	337911	MSMEG_0305				337911	337102		1	N	
51		+			337990	340336	MSMEG_0306				337990	338826		1	N	
51		+			337990	340336	MSMEG_0307				338897	339805		1	N	
51		+			337990	340336	MSMEG_0308				339809	340336		1	N	
52		-			343930	347869	MSMEG_0312				344559	343930		1	N	
52		-			343930	347869	MSMEG_0313				346385	344556		1	N	
52		-			343930	347869	MSMEG_0314				347869	346382		1	N	
53		-			349207	352070	MSMEG_0315				350844	349207		1	N	
53		-			349207	352070	MSMEG_0317				352070	350874		1	N	
54		-			353392	355858	MSMEG_0318				354879	353392		1	N	
54		-			353392	355858	MSMEG_0320				355858	354881		1	N	
55		+			360723	365797	MSMEG_0324				360723	361178		1	N	
55		+			360723	365797	MSMEG_0325				361191	361703		1	N	
55		+			360723	365797	MSMEG_0326				361710	363317		1	N	
55		+			360723	365797	MSMEG_0327				363333	364835		1	N	
55		+			360723	365797	MSMEG_0329				365303	365797		1	N	
56		-			365798	368034	MSMEG_0330				366985	365798		1	N	
56		-			365798	368034	MSMEG_0331				368034	366982		1	N	
57		+			368223	379154	MSMEG_0332				368223	369158		1	N	
57		+			368223	379154	MSMEG_0333				369275	370873		1	N	
57		+			368223	379154	MSMEG_0334				370879	372888		1	N	
57		+			368223	379154	MSMEG_0335				372885	373643		1	N	
57		+			368223	379154	MSMEG_0336				373643	374437		1	N	
57		+			368223	379154	MSMEG_0337				374434	376188		1	N	
57		+			368223	379154	MSMEG_0338				376204	377340		1	N	
57		+			368223	379154	MSMEG_0339				377377	378393		1	N	
57		+			368223	379154	MSMEG_0340				378402	379154		1	N	
58		+			382067	393448	MSMEG_0344				382067	382837		1	N	
58		+			382067	393448	MSMEG_0345				382881	383699		1	N	
58		+			382067	393448	MSMEG_0346				383703	385127		1	N	
58		+			382067	393448	MSMEG_0347				385157	386185		1	N	
58		+			382067	393448	MSMEG_0348				386170	387498		1	N	
58		+			382067	393448	MSMEG_0349				387495	388796		1	N	
58		+			382067	393448	MSMEG_0350				388793	389932		1	N	
58		+			382067	393448	MSMEG_0351				389934	391421		1	N	
58		+			382067	393448	MSMEG_0352				391385	391987		1	N	
58		+			382067	393448	MSMEG_0353				392047	392592		1	N	
58		+			382067	393448	MSMEG_0354				392616	392957		1	N	
58		+			382067	393448	MSMEG_0355				392954	393448		1	N	
59		-			396891	401343	MSMEG_0359				401135	396891		1	N	
59		-			396891	401343	MSMEG_0360				401343	401170		1	Y	
60		+			404871	407275	MSMEG_0365				404871	406751		1	N	
60		+			404871	407275	MSMEG_0366				406748	407275		1	N	
61		+			408516	414047	MSMEG_0368				408516	409982		1	N	
61		+			408516	414047	MSMEG_0369				409979	410701		1	N	
61		+			408516	414047	MSMEG_0370				410691	414047		1	N	
62		-			414063	416274	MSMEG_0371				414920	414063		1	N	
62		-			414063	416274	MSMEG_0372				416274	414922		1	N	
63		+			421882	431636	MSMEG_0376				421882	422928		1	N	
63		+			421882	431636	MSMEG_0377				422996	423736		1	N	
63		+			421882	431636	MSMEG_0378				423733	424353		1	N	
63		+			421882	431636	MSMEG_0379				424350	424631		1	N	
63		+			421882	431636	MSMEG_0380				425344	425763		1	N	
63		+			421882	431636	MSMEG_0381				425760	428642		1	N	
63		+			421882	431636	MSMEG_0382				428652	431636		1	N	
64		-			431707	433095	MSMEG_0383				432045	431707		1	N	
64		-			431707	433095	MSMEG_0384				433095	432229		1	N	
65		+			433614	441649	MSMEG_0385				433614	434870		1	N	
65		+			433614	441649	MSMEG_0386				434928	436061		1	N	
65		+			433614	441649	MSMEG_0387				436310	437044		1	N	
65		+			433614	441649	MSMEG_0388				437374	438096		1	N	
65		+			433614	441649	MSMEG_0389				438130	439398		1	N	
65		+			433614	441649	MSMEG_0390				439605	440687		1	N	
65		+			433614	441649	MSMEG_0391				440861	441649		1	Y	
66		+			443164	444329	MSMEG_0393				443164	443967		1	N	
66		+			443164	444329	MSMEG_0394				444075	444329		1	Y	
67		+			447638	468398	MSMEG_0399				447638	447868		1	N	
67		+			447638	468398	MSMEG_0400				447897	455186		1	N	
67		+			447638	468398	MSMEG_0401				455186	458191		1	N	
67		+			447638	468398	MSMEG_0402				458188	465867		1	N	
67		+			447638	468398	MSMEG_0403				465884	466702		1	N	
67		+			447638	468398	MSMEG_0404				466804	467214		1	N	
67		+			447638	468398	MSMEG_0405				467223	468398		1	N	
68		+			482813	490308	MSMEG_0409				482813	484234		1	N	
68		+			482813	490308	MSMEG_0410				484268	487276		1	N	
68		+			482813	490308	MSMEG_0411				487386	489095		1	N	
68		+			482813	490308	MSMEG_0412				489157	490308		1	N	
69		+			491026	492550	MSMEG_0414				491077	492051		1	Y	
69		+			491026	492550	MSMEG_0415				492065	492550		1	N	
70		-			492595	496745	MSMEG_0416				492756	492595		1	N	
70		-			492595	496745	MSMEG_0417				493583	492834		1	N	
70		-			492595	496745	MSMEG_0418				495492	493585		1	N	
70		-			492595	496745	MSMEG_0419				496396	495575		1	N	
70		-			492595	496745	MSMEG_0420				496745	496449		1	N	
71		+			501440	504384	MSMEG_0427				501440	504019		1	N	
71		+			501440	504384	MSMEG_0428				504016	504384		1	N	
72		-			506807	515320	MSMEG_0431				507502	506807		1	N	
72		-			506807	515320	MSMEG_0432				508656	507499		1	N	
72		-			506807	515320	MSMEG_0433				510100	508691		1	N	
72		-			506807	515320	MSMEG_0434				510841	510209		1	Y	
72		-			506807	515320	MSMEG_0435				511757	510873		1	N	
72		-			506807	515320	MSMEG_0436				512405	511773		1	N	
72		-			506807	515320	MSMEG_0437				513190	512510		1	Y	
72		-			506807	515320	MSMEG_0438				514168	513215		1	Y	
72		-			506807	515320	MSMEG_0439				515320	514184		1	N	
73		+			516901	521912	MSMEG_0443				516901	517893		1	N	
73		+			516901	521912	MSMEG_0444				517901	518923		1	N	
73		+			516901	521912	MSMEG_0445				518944	520557		1	Y	
73		+			516901	521912	MSMEG_0446				520569	521912		1	N	
74		-			525610	527604	MSMEG_0452				527055	525610		1	N	
74		-			525610	527604	MSMEG_0453				527604	527092		1	N	
75		+			527730	529963	MSMEG_0454				527730	528464		1	N	
75		+			527730	529963	MSMEG_0455				528536	529963		1	N	
76		-			529995	534180	MSMEG_0456				532136	529995		1	N	
76		-			529995	534180	MSMEG_0457				534180	532147		1	N	
77		+			534392	536341	MSMEG_0458				534392	535687		1	N	
77		+			534392	536341	MSMEG_0459				535697	536341		1	N	
78		+			538102	542098	MSMEG_0462				538102	538545		1	N	
78		+			538102	542098	MSMEG_0463				538542	541427		1	N	
78		+			538102	542098	MSMEG_0465				541484	542098		1	N	
79		+			550350	557249	MSMEG_0473				550350	551168		1	N	
79		+			550350	557249	MSMEG_0474				551334	553121		1	N	
79		+			550350	557249	MSMEG_0475				553181	554419		1	N	
79		+			550350	557249	MSMEG_0476				554422	555717		1	N	
79		+			550350	557249	MSMEG_0478				555747	557249		1	N	
80		+			558749	563186	MSMEG_0481				558749	560095		1	N	
80		+			558749	563186	MSMEG_0482				560092	561786		1	N	
80		+			558749	563186	MSMEG_0483				561813	563186		1	N	
81		-			563191	568551	MSMEG_0484				564300	563191		1	N	
81		-			563191	568551	MSMEG_0485				565826	564297		1	N	
81		-			563191	568551	MSMEG_0486				566894	565863		1	N	
81		-			563191	568551	MSMEG_0487				567740	566907		1	N	
81		-			563191	568551	MSMEG_0488				568551	567784		1	N	
82		+			568865	570816	MSMEG_0489				568865	570037		1	N	
82		+			568865	570816	MSMEG_0490				570034	570816		1	N	
83		-			574846	577466	MSMEG_0496				575205	574846		1	N	
83		-			574846	577466	MSMEG_0497				577466	575202		1	N	
84		-			580361	583253	MSMEG_0501				581107	580361		1	N	
84		-			580361	583253	MSMEG_0502				582480	581104		1	N	
84		-			580361	583253	MSMEG_0503				583253	582477		1	N	
85		+			583427	588657	MSMEG_0504				583427	584413		1	N	
85		+			583427	588657	MSMEG_0505				584410	585780		1	N	
85		+			583427	588657	MSMEG_0506				585885	586739		1	N	
85		+			583427	588657	MSMEG_0507				586736	587560		1	N	
85		+			583427	588657	MSMEG_0508				587587	588657		1	N	
86		+			589666	599718	MSMEG_0510				589666	590988		1	N	
86		+			589666	599718	MSMEG_0511				590985	592127		1	N	
86		+			589666	599718	MSMEG_0512				592124	593104		1	N	
86		+			589666	599718	MSMEG_0513				593126	594091		1	N	
86		+			589666	599718	MSMEG_0514				594088	595401		1	N	
86		+			589666	599718	MSMEG_0515				595444	596721		1	N	
86		+			589666	599718	MSMEG_0516				596736	597647		1	N	
86		+			589666	599718	MSMEG_0517				597644	598570		1	N	
86		+			589666	599718	MSMEG_0518				598612	599718		1	N	
87		-			602113	603863	MSMEG_0523				603006	602113		1	N	
87		-			602113	603863	MSMEG_0524				603863	603036		1	N	
88		+			604076	607450	MSMEG_0526				604076	605674		1	N	
88		+			604076	607450	MSMEG_0527				605757	606500		1	N	
88		+			604076	607450	MSMEG_0528				606524	607450		1	N	
89		-			611055	618070	MSMEG_0530				611756	611055		1	N	
89		-			611055	618070	MSMEG_0531				613190	611979		1	N	
89		-			611055	618070	MSMEG_0532				613836	613219		1	N	
89		-			611055	618070	MSMEG_0534				615804	614551		1	N	
89		-			611055	618070	MSMEG_0535				616439	615801		1	N	
89		-			611055	618070	MSMEG_0537				617564	617136		1	N	
89		-			611055	618070	MSMEG_0538				618070	617579		1	Y	
90		-			626702	629271	MSMEG_0549				627430	626702		1	N	
90		-			626702	629271	MSMEG_0550				628440	627472		1	N	
90		-			626702	629271	MSMEG_0551				629271	628489		1	Y	
91		+			629922	633980	MSMEG_0553				629922	631274		1	N	
91		+			629922	633980	MSMEG_0554				631271	632140		1	N	
91		+			629922	633980	MSMEG_0555				632137	632928		1	N	
91		+			629922	633980	MSMEG_0556				632925	633980		1	N	
92		-			640338	647764	MSMEG_0565				641435	640338		1	N	
92		-			640338	647764	MSMEG_0566				642280	641432		1	N	
92		-			640338	647764	MSMEG_0567				643711	642290		1	N	
92		-			640338	647764	MSMEG_0568				644760	643711		1	N	
92		-			640338	647764	MSMEG_0569				646045	644774		1	N	
92		-			640338	647764	MSMEG_0570				646338	646042		1	N	
92		-			640338	647764	MSMEG_0571				647233	646331		1	N	
92		-			640338	647764	MSMEG_0572				647764	647243		1	N	
93		+			649562	655271	MSMEG_0575				649562	649978		1	N	
93		+			649562	655271	MSMEG_0576				649975	652866		1	N	
93		+			649562	655271	MSMEG_0577				652908	654131		1	N	
93		+			649562	655271	MSMEG_0578				654135	655271		1	Y	
94		+			657676	660479	MSMEG_0581				657676	659022		1	N	
94		+			657676	660479	MSMEG_0582				659025	660479		1	N	
95		+			663229	670650	MSMEG_0587				663229	663549		1	N	
95		+			663229	670650	MSMEG_0588				663590	664921		1	N	
95		+			663229	670650	MSMEG_0589				664918	666081		1	N	
95		+			663229	670650	MSMEG_0590				666069	668123		1	N	
95		+			663229	670650	MSMEG_0591				668184	669641		1	N	
95		+			663229	670650	MSMEG_0592				669649	670650		1	Y	
96		-			670737	673551	MSMEG_0593				671384	670737		1	N	
96		-			670737	673551	MSMEG_0594				672817	671348		1	N	
96		-			670737	673551	MSMEG_0595				673551	672814		1	N	
97		+			676104	678603	MSMEG_0599				676104	677750		1	N	
97		+			676104	678603	MSMEG_0600				677821	678603		1	Y	
98		-			678620	684420	MSMEG_0601				678928	678620		1	N	
98		-			678620	684420	MSMEG_0603				681582	679378		1	N	
98		-			678620	684420	MSMEG_0604				682661	681693		1	N	
98		-			678620	684420	MSMEG_0605				683758	682652		1	N	
98		-			678620	684420	MSMEG_0606				684420	683791		1	N	
99		+			686934	689295	MSMEG_0610				686934	687842		1	N	
99		+			686934	689295	MSMEG_0611				687835	689295		1	N	
100		+			689985	706477	MSMEG_0613				689985	690890		1	N	
100		+			689985	706477	MSMEG_0614				690921	691814		1	Y	
100		+			689985	706477	MSMEG_0615				691998	693767		1	N	
100		+			689985	706477	MSMEG_0616				693764	695320		1	N	
100		+			689985	706477	MSMEG_0617				695317	699294		1	N	
100		+			689985	706477	MSMEG_0618				699291	699602		1	N	
100		+			689985	706477	MSMEG_0619				699604	701175		1	N	
100		+			689985	706477	MSMEG_0620				701225	701518		1	N	
100		+			689985	706477	MSMEG_0621				701553	701840		1	N	
100		+			689985	706477	MSMEG_0622				701853	702734		1	N	
100		+			689985	706477	MSMEG_0623				702737	704164		1	N	
100		+			689985	706477	MSMEG_0624				704172	705551		1	N	
100		+			689985	706477	MSMEG_0626				705548	706477		1	N	
101		-			713531	719002	MSMEG_0632				714025	713531		1	Y	
101		-			713531	719002	MSMEG_0633				716181	714718		1	Y	
101		-			713531	719002	MSMEG_0636				717405	716920		1	Y	
101		-			713531	719002	MSMEG_0637				719002	717434		1	N	
104		-			721104	726722	MSMEG_0639				722114	721104		1	N	
104		-			721104	726722	MSMEG_0640				723097	722111		1	N	
104		-			721104	726722	MSMEG_0641				724056	723094		1	N	
104		-			721104	726722	MSMEG_0642				724935	724060		1	Y (1 nt leader)	
104		-			721104	726722	MSMEG_0643				726722	725067		1	N	
105		-			728572	731934	MSMEG_0646				730170	728572		1	N	
105		-			728572	731934	MSMEG_0647				730958	730167		1	N	
105		-			728572	731934	MSMEG_0649				731934	730969		1	N	
107		-			739263	742385	MSMEG_0658				740168	739263		1	N	
107		-			739263	742385	MSMEG_0659				741106	740165		1	N	
107		-			739263	742385	MSMEG_0660				742385	741111		1	N	
108		+			742519	745081	MSMEG_0661				742519	743907		1	N	
108		+			742519	745081	MSMEG_0662				743924	745081		1	N	
109		-			753330	755814	MSMEG_0669				753836	753330		1	N	
109		-			753330	755814	MSMEG_0671				755068	753920		1	N	
109		-			753330	755814	MSMEG_0672				755814	755161		1	N	
110		+			762836	766657	MSMEG_0680				762836	764170		1	N	
110		+			762836	766657	MSMEG_0681				764248	765516		1	N	
110		+			762836	766657	MSMEG_0682				765518	766270		1	Y	
110		+			762836	766657	MSMEG_0683				766289	766657		1	Y	
111		-			766670	781166	MSMEG_0684				768784	766670		1	N	
111		-			766670	781166	MSMEG_0685				769776	768781		1	N	
111		-			766670	781166	MSMEG_0686				770294	769773		1	N	
111		-			766670	781166	MSMEG_0687				771569	770334		1	N	
111		-			766670	781166	MSMEG_0688				772853	771588		1	Y	
111		-			766670	781166	MSMEG_0690				776555	773427		1	N	
111		-			766670	781166	MSMEG_0691				779364	776854		1	N	
111		-			766670	781166	MSMEG_0692				781166	779379		1	N	
113		+			786166	789565	MSMEG_0698				786166	787659		1	N	
113		+			786166	789565	MSMEG_0699				787715	789565		1	N	
114		-			790621	795467	MSMEG_0702				791553	790621		1	Y	
114		-			790621	795467	MSMEG_0703				792196	791573		1	N	
114		-			790621	795467	MSMEG_0704				792803	792264		1	Y (1 nt leader)	
114		-			790621	795467	MSMEG_0705				794181	792856		1	N	
114		-			790621	795467	MSMEG_0706				794811	794200		1	N	
114		-			790621	795467	MSMEG_0707				795467	794808		1	N	
115		+			795587	800851	MSMEG_0708				795587	796540		1	N	
115		+			795587	800851	MSMEG_0709				796766	798634		1	N	
115		+			795587	800851	MSMEG_0710				798631	799281		1	N	
115		+			795587	800851	MSMEG_0711				799323	800495		1	N	
115		+			795587	800851	MSMEG_0713				800492	800851		1	N	
116		-			800848	803472	MSMEG_0712				801438	800848		1	N	
116		-			800848	803472	MSMEG_0714				802700	801516		1	N	
116		-			800848	803472	MSMEG_0715				803472	802729		1	N	
117		+			803662	806609	MSMEG_0716				803662	804960		1	N	
117		+			803662	806609	MSMEG_0718				804960	806609		1	N	
118		-			806596	809722	MSMEG_0717				807498	806596		1	Y	
118		-			806596	809722	MSMEG_0719				808682	807543		1	N	
118		-			806596	809722	MSMEG_0720				809722	808724		1	N	
119		+			811835	813117	MSMEG_0724				811835	812161		1	Y	
119		+			811835	813117	MSMEG_0725				812164	813117		1	N	
120		-			820263	822418	MSMEG_0733				821342	820263		1	N	
