Gene	Start	Stop	Strand	Leaderless?
MSMEG_0261	294737	295729	+	Y
MSMEG_0262	295766	296872	+	N
MSMEG_0263	296866	298137	+	N
MSMEG_0264	298158	299276	+	N
MSMEG_0266	299314	300771	+	N
MSMEG_0265	301390	300761	-	N
MSMEG_0267	301478	302494	+	N
MSMEG_0268	303274	302495	-	N
MSMEG_0269	304103	303324	-	N
MSMEG_0270	305144	304140	-	N
MSMEG_0271	305800	305144	-	N
MSMEG_0272	306084	305803	-	N
MSMEG_0273	306360	306097	-	N
MSMEG_0274	306898	306377	-	N
MSMEG_0275	307509	306901	-	N
MSMEG_0276	309101	307518	-	N
MSMEG_0277	310378	309098	-	N
MSMEG_0279	310563	312098	+	N
MSMEG_0278	312322	312095	-	N
MSMEG_0280	313258	312359	-	N
MSMEG_0281	313349	314920	+	N
MSMEG_0282	314913	315233	+	N
MSMEG_0283	315285	316055	+	N
MSMEG_0284	316854	316060	-	N
MSMEG_0285	317453	316851	-	N
MSMEG_0286	318320	317634	-	N
MSMEG_0287	318844	318317	-	Y
MSMEG_0288	318960	320069	+	N
MSMEG_0289	320261	321361	+	N
MSMEG_0290	321386	322804	+	N
MSMEG_0291	323652	322807	-	N
MSMEG_0292	324010	323681	-	N
MSMEG_0293	325277	324012	-	N
MSMEG_0294	326060	325317	-	N
MSMEG_0295	327124	326057	-	Y (1 nt leader)
MSMEG_0296	327647	327192	-	N
MSMEG_0297	328937	327678	-	N
MSMEG_0298	329275	328934	-	N
MSMEG_0299	330544	329279	-	N
MSMEG_0300	330792	331799	+	N
MSMEG_0301	333170	331803	-	N
MSMEG_0303	333272	334264	+	N
MSMEG_0302	335472	334261	-	N
MSMEG_0304	337096	335465	-	N
MSMEG_0305	337911	337102	-	N
MSMEG_0306	337990	338826	+	N
MSMEG_0307	338897	339805	+	N
MSMEG_0308	339809	340336	+	N
MSMEG_0309	341904	340411	-	N
MSMEG_0310	342714	341951	-	Y
MSMEG_0311	342748	343923	+	Y (1 nt leader)
MSMEG_0312	344559	343930	-	N
MSMEG_0313	346385	344556	-	N
MSMEG_0314	347869	346382	-	N
MSMEG_0316	348060	349247	+	N
MSMEG_0315	350844	349207	-	N
MSMEG_0317	352070	350874	-	N
MSMEG_0319	352236	353429	+	Y
MSMEG_0318	354879	353392	-	N
MSMEG_0320	355858	354881	-	N
MSMEG_0321	358708	355916	-	N
MSMEG_0322	359046	358764	-	N
MSMEG_0323	360470	359235	-	N
MSMEG_0324	360723	361178	+	N
MSMEG_0325	361191	361703	+	N
MSMEG_0326	361710	363317	+	N
MSMEG_0327	363333	364835	+	N
MSMEG_0328	364857	365306	+	N
MSMEG_0329	365303	365797	+	N
MSMEG_0330	366985	365798	-	N
MSMEG_0331	368034	366982	-	N
MSMEG_0332	368223	369158	+	N
MSMEG_0333	369275	370873	+	N
MSMEG_0334	370879	372888	+	N
MSMEG_0335	372885	373643	+	N
MSMEG_0336	373643	374437	+	N
MSMEG_0337	374434	376188	+	N
MSMEG_0338	376204	377340	+	N
MSMEG_0339	377377	378393	+	N
MSMEG_0340	378402	379154	+	N
MSMEG_0341	380174	379158	-	N
MSMEG_0342	381053	380208	-	N
MSMEG_0343	381809	381177	-	N
MSMEG_0344	382067	382837	+	N
MSMEG_0345	382881	383699	+	N
MSMEG_0346	383703	385127	+	N
MSMEG_0347	385157	386185	+	N
MSMEG_0348	386170	387498	+	N
MSMEG_0349	387495	388796	+	N
MSMEG_0350	388793	389932	+	N
MSMEG_0351	389934	391421	+	N
MSMEG_0352	391385	391987	+	N
MSMEG_0353	392047	392592	+	N
MSMEG_0354	392616	392957	+	N
MSMEG_0355	392954	393448	+	N
MSMEG_0356	393897	393601	-	N
MSMEG_0357	394013	395614	+	N
MSMEG_0358	395654	396616	+	N
MSMEG_0359	401135	396891	-	N
MSMEG_0360	401343	401170	-	Y
MSMEG_0361	401448	402611	+	Y
MSMEG_0362	403786	402623	-	N
MSMEG_0363	403864	404502	+	N
MSMEG_0364	404569	404868	+	Y
MSMEG_0365	404871	406751	+	N
MSMEG_0366	406748	407275	+	N
MSMEG_0367	408355	407282	-	N
MSMEG_0368	408516	409982	+	N
MSMEG_0369	409979	410701	+	N
MSMEG_0370	410691	414047	+	N
MSMEG_0371	414920	414063	-	N
MSMEG_0372	416274	414922	-	N
MSMEG_0373	416355	417653	+	Y
MSMEG_0374	420065	418197	-	N
MSMEG_0375	421805	420213	-	N
MSMEG_0376	421882	422928	+	N
MSMEG_0377	422996	423736	+	N
MSMEG_0378	423733	424353	+	N
MSMEG_0379	424350	424631	+	N
MSMEG_0380	425344	425763	+	N
MSMEG_0381	425760	428642	+	N
MSMEG_0382	428652	431636	+	N
MSMEG_0383	432045	431707	-	N
MSMEG_0384	433095	432229	-	N
MSMEG_0385	433614	434870	+	N
MSMEG_0386	434928	436061	+	N
MSMEG_0387	436310	437044	+	N
MSMEG_0388	437374	438096	+	N
MSMEG_0389	438130	439398	+	N
MSMEG_0390	439605	440687	+	N
MSMEG_0391	440861	441649	+	Y
MSMEG_0393	443164	443967	+	N
MSMEG_0392	443201	441687	-	N
MSMEG_0394	444075	444329	+	Y
MSMEG_0395	444662	444796	+	N
MSMEG_0397	445304	446626	+	N
MSMEG_0396	445585	445187	-	N
MSMEG_0398	447335	446634	-	N
MSMEG_0399	447638	447868	+	N
MSMEG_0400	447897	455186	+	N
MSMEG_0401	455186	458191	+	N
MSMEG_0402	458188	465867	+	N
MSMEG_0403	465884	466702	+	N
MSMEG_0404	466804	467214	+	N
MSMEG_0405	467223	468398	+	N
MSMEG_0406	470276	468441	-	N
MSMEG_0407	470514	471602	+	Y
MSMEG_0408	482571	471613	-	N
MSMEG_0409	482813	484234	+	N
MSMEG_0410	484268	487276	+	N
MSMEG_0411	487386	489095	+	N
MSMEG_0412	489157	490308	+	N
MSMEG_0413	490990	490313	-	N
MSMEG_0414	491077	492051	+	Y
MSMEG_0415	492065	492550	+	N
MSMEG_0416	492756	492595	-	N
MSMEG_0417	493583	492834	-	N
MSMEG_0418	495492	493585	-	N
MSMEG_0419	496396	495575	-	N
MSMEG_0420	496745	496449	-	N
MSMEG_0421	496794	496940	+	N
MSMEG_0422	497010	497777	+	N
MSMEG_0423	497860	498360	+	N
MSMEG_0424	498875	498438	-	N
MSMEG_0425	499888	498953	-	N
MSMEG_0426	499923	501296	+	N
MSMEG_0427	501440	504019	+	N
MSMEG_0428	504016	504384	+	N
MSMEG_0429	504641	504399	-	N
MSMEG_0430	505025	506392	+	N
MSMEG_0431	507502	506807	-	N
MSMEG_0432	508656	507499	-	N
MSMEG_0433	510100	508691	-	N
MSMEG_0434	510841	510209	-	Y
MSMEG_0435	511757	510873	-	N
MSMEG_0436	512405	511773	-	N
MSMEG_0437	513190	512510	-	Y
MSMEG_0438	514168	513215	-	Y
MSMEG_0439	515320	514184	-	N
MSMEG_0440	515415	515317	-	N
MSMEG_0441	516199	515471	-	Y
MSMEG_0442	516811	516209	-	N
MSMEG_0443	516901	517893	+	N
MSMEG_0444	517901	518923	+	N
MSMEG_0445	518944	520557	+	Y
MSMEG_0446	520569	521912	+	N
MSMEG_0447	522406	521987	-	N
MSMEG_0448	522533	522976	+	Y
MSMEG_0449	524988	522988	-	N
MSMEG_0450	525004	525219	+	N
MSMEG_0451	525571	525323	-	Y
MSMEG_0452	527055	525610	-	N
MSMEG_0453	527604	527092	-	N
MSMEG_0454	527730	528464	+	N
MSMEG_0455	528536	529963	+	N
MSMEG_0456	532136	529995	-	N
MSMEG_0457	534180	532147	-	N
MSMEG_0458	534392	535687	+	N
MSMEG_0459	535697	536341	+	N
MSMEG_0460	537279	536353	-	Y
MSMEG_0461	537351	537965	+	N
MSMEG_0462	538102	538545	+	N
MSMEG_0463	538542	541427	+	N
MSMEG_0465	541484	542098	+	N
MSMEG_0464	542898	542092	-	Y
MSMEG_0466	543024	543872	+	N
MSMEG_0467	544481	543882	-	N
MSMEG_0469	544595	545467	+	Y
MSMEG_0468	546294	545434	-	N
MSMEG_0471	546423	547280	+	Y
MSMEG_0470	548872	547268	-	N
MSMEG_0472	549768	548983	-	N
MSMEG_0473	550350	551168	+	N
MSMEG_0474	551334	553121	+	N
MSMEG_0475	553181	554419	+	N
MSMEG_0476	554422	555717	+	N
MSMEG_0478	555747	557249	+	N
MSMEG_0479	557252	557959	+	N
MSMEG_0477	557977	557246	-	N
MSMEG_0480	558654	557995	-	N
MSMEG_0481	558749	560095	+	N
MSMEG_0482	560092	561786	+	N
MSMEG_0483	561813	563186	+	N
MSMEG_0484	564300	563191	-	N
MSMEG_0485	565826	564297	-	N
MSMEG_0486	566894	565863	-	N
MSMEG_0487	567740	566907	-	N
MSMEG_0488	568551	567784	-	N
MSMEG_0489	568865	570037	+	N
MSMEG_0490	570034	570816	+	N
MSMEG_0491	571875	570847	-	Y
MSMEG_0492	572553	571918	-	Y
MSMEG_0493	572803	572636	-	N
MSMEG_0494	573169	573002	-	N
MSMEG_0495	574849	573276	-	N
MSMEG_0496	575205	574846	-	N
MSMEG_0497	577466	575202	-	N
MSMEG_0498	577719	577603	-	N
MSMEG_0499	577723	579150	+	N
MSMEG_0500	579284	580351	+	N
MSMEG_0501	581107	580361	-	N
MSMEG_0502	582480	581104	-	N
MSMEG_0503	583253	582477	-	N
MSMEG_0504	583427	584413	+	N
MSMEG_0505	584410	585780	+	N
MSMEG_0506	585885	586739	+	N
MSMEG_0507	586736	587560	+	N
MSMEG_0508	587587	588657	+	N
MSMEG_0509	589527	588742	-	N
MSMEG_0510	589666	590988	+	N
MSMEG_0511	590985	592127	+	N
MSMEG_0512	592124	593104	+	N
MSMEG_0513	593126	594091	+	N
MSMEG_0514	594088	595401	+	N
MSMEG_0515	595444	596721	+	N
MSMEG_0516	596736	597647	+	N
MSMEG_0517	597644	598570	+	N
MSMEG_0518	598612	599718	+	N
MSMEG_0519	599806	599922	+	N
MSMEG_0520	600086	600733	+	N
MSMEG_0521	601814	600745	-	N
MSMEG_0522	601925	602077	+	N
MSMEG_0523	603006	602113	-	N
MSMEG_0524	603863	603036	-	N
MSMEG_0525	603897	604079	+	N
MSMEG_0526	604076	605674	+	N
MSMEG_0527	605757	606500	+	N
MSMEG_0528	606524	607450	+	N
MSMEG_0529	610940	607494	-	N
MSMEG_0530	611756	611055	-	N
MSMEG_0531	613190	611979	-	N
MSMEG_0532	613836	613219	-	N
MSMEG_0533	614440	613901	-	N
MSMEG_0534	615804	614551	-	N
MSMEG_0535	616439	615801	-	N
MSMEG_0536	617064	616498	-	N
MSMEG_0537	617564	617136	-	N
MSMEG_0538	618070	617579	-	Y
MSMEG_0539	618818	618144	-	N
MSMEG_0540	618988	619611	+	N
MSMEG_0541	619744	620037	+	N
MSMEG_0542	620034	620738	+	N
MSMEG_0544	620809	621762	+	Y
MSMEG_0543	622790	621750	-	N
MSMEG_0545	623513	622986	-	N
MSMEG_0546	624613	623786	-	Y
MSMEG_0548	624722	625600	+	Y
MSMEG_0547	626658	625597	-	N
MSMEG_0549	627430	626702	-	N
MSMEG_0550	628440	627472	-	N
MSMEG_0551	629271	628489	-	Y
MSMEG_0552	629360	629854	+	N
MSMEG_0553	629922	631274	+	N
MSMEG_0554	631271	632140	+	N
MSMEG_0555	632137	632928	+	N
MSMEG_0556	632925	633980	+	N
MSMEG_0557	634165	634302	+	N
MSMEG_0558	634299	634826	+	N
MSMEG_0559	635102	634899	-	N
MSMEG_0560	636284	635220	-	N
MSMEG_0561	636421	637101	+	Y
MSMEG_0563	637149	637904	+	Y
MSMEG_0562	638879	637893	-	N
MSMEG_0564	640326	638914	-	Y
MSMEG_0565	641435	640338	-	N
MSMEG_0566	642280	641432	-	N
MSMEG_0567	643711	642290	-	N
MSMEG_0568	644760	643711	-	N
MSMEG_0569	646045	644774	-	N
MSMEG_0570	646338	646042	-	N
MSMEG_0571	647233	646331	-	N
MSMEG_0572	647764	647243	-	N
MSMEG_0574	648080	648733	+	N
MSMEG_0573	649296	648700	-	N
MSMEG_0575	649562	649978	+	N
MSMEG_0576	649975	652866	+	N
MSMEG_0577	652908	654131	+	N
MSMEG_0578	654135	655271	+	Y
MSMEG_0580	655294	656088	+	Y
MSMEG_0579	657565	656078	-	N
MSMEG_0581	657676	659022	+	N
MSMEG_0582	659025	660479	+	N
MSMEG_0583	660752	660492	-	N
MSMEG_0585	661011	662237	+	N
MSMEG_0584	662471	660999	-	N
MSMEG_0586	662897	662508	-	N
MSMEG_0587	663229	663549	+	N
MSMEG_0588	663590	664921	+	N
MSMEG_0589	664918	666081	+	N
MSMEG_0590	666069	668123	+	N
MSMEG_0591	668184	669641	+	N
MSMEG_0592	669649	670650	+	Y
MSMEG_0593	671384	670737	-	N
MSMEG_0594	672817	671348	-	N
MSMEG_0595	673551	672814	-	N
MSMEG_0596	673641	674327	+	N
MSMEG_0598	674388	674783	+	N
MSMEG_0597	676018	674780	-	Y
MSMEG_0599	676104	677750	+	N
MSMEG_0600	677821	678603	+	Y
MSMEG_0601	678928	678620	-	N
MSMEG_0602	679124	678969	-	N
MSMEG_0603	681582	679378	-	N
MSMEG_0604	682661	681693	-	N
MSMEG_0605	683758	682652	-	N
MSMEG_0606	684420	683791	-	N
MSMEG_0608	684535	685134	+	N
MSMEG_0607	685946	685104	-	Y
MSMEG_0609	686830	685955	-	Y
MSMEG_0610	686934	687842	+	N
MSMEG_0611	687835	689295	+	N
MSMEG_0612	689912	689301	-	Y
MSMEG_0613	689985	690890	+	N
MSMEG_0614	690921	691814	+	Y
MSMEG_0615	691998	693767	+	N
MSMEG_0616	693764	695320	+	N
MSMEG_0617	695317	699294	+	N
MSMEG_0618	699291	699602	+	N
MSMEG_0619	699604	701175	+	N
MSMEG_0620	701225	701518	+	N
MSMEG_0621	701553	701840	+	N
MSMEG_0622	701853	702734	+	N
MSMEG_0623	702737	704164	+	N
MSMEG_0624	704172	705551	+	N
MSMEG_0626	705548	706477	+	N
MSMEG_0625	707632	706433	-	Y
MSMEG_0627	709398	707650	-	N
MSMEG_0628	710328	709441	-	N
MSMEG_0629	710373	711137	+	Y
MSMEG_0630	711989	711186	-	N
MSMEG_0631	713446	712068	-	N
MSMEG_0632	714025	713531	-	Y
MSMEG_0634	714093	714764	+	Y
MSMEG_0633	716181	714718	-	Y
MSMEG_0635	716288	716914	+	N
MSMEG_0636	717405	716920	-	Y
MSMEG_0637	719002	717434	-	N
MSMEG_0638	719172	721103	+	Y
MSMEG_0639	722114	721104	-	N
MSMEG_0640	723097	722111	-	N
MSMEG_0641	724056	723094	-	N
MSMEG_0642	724935	724060	-	Y (1 nt leader)
MSMEG_0643	726722	725067	-	N
MSMEG_0644	726931	727503	+	N
MSMEG_0645	727629	728471	+	N
MSMEG_0648	730087	730212	+	N
MSMEG_0646	730170	728572	-	N
MSMEG_0647	730958	730167	-	N
MSMEG_0649	731934	730969	-	N
MSMEG_0650	732135	732869	+	Y
MSMEG_0651	732984	733664	+	N
MSMEG_0652	733710	734573	+	N
MSMEG_0653	734617	735581	+	N
MSMEG_0654	736520	735585	-	N
MSMEG_0655	736636	737415	+	N
MSMEG_0656	738018	737416	-	N
MSMEG_0657	739248	738064	-	N
MSMEG_0658	740168	739263	-	N
MSMEG_0659	741106	740165	-	N
MSMEG_0660	742385	741111	-	N
MSMEG_0661	742519	743907	+	N
MSMEG_0662	743924	745081	+	N
MSMEG_0663	745795	745088	-	N
MSMEG_0664	745913	747574	+	N
MSMEG_0666	747619	749646	+	N
MSMEG_0665	750838	749627	-	N
MSMEG_0667	750914	752092	+	N
MSMEG_0668	752138	752347	+	Y
MSMEG_0670	752392	753333	+	N
MSMEG_0669	753836	753330	-	N
MSMEG_0671	755068	753920	-	N
MSMEG_0672	755814	755161	-	N
MSMEG_0673	756524	755982	-	N
MSMEG_0674	757855	756845	-	N
MSMEG_0675	759272	758055	-	N
MSMEG_0676	759460	759996	+	N
MSMEG_0677	760074	760001	-	N
MSMEG_0678	760192	760761	+	Y
MSMEG_0679	761054	762742	+	N
MSMEG_0680	762836	764170	+	N
MSMEG_0681	764248	765516	+	N
MSMEG_0682	765518	766270	+	Y
MSMEG_0683	766289	766657	+	Y
MSMEG_0684	768784	766670	-	N
MSMEG_0685	769776	768781	-	N
MSMEG_0686	770294	769773	-	N
MSMEG_0687	771569	770334	-	N
MSMEG_0688	772853	771588	-	Y
MSMEG_0689	773110	773346	+	N
MSMEG_0690	776555	773427	-	N
MSMEG_0691	779364	776854	-	N
MSMEG_0692	781166	779379	-	N
MSMEG_0693	781358	781909	+	N
MSMEG_0694	782191	783361	+	Y
MSMEG_0695	783439	785247	+	N
MSMEG_0696	785593	785252	-	N
MSMEG_0697	785996	785583	-	N
MSMEG_0698	786166	787659	+	N
MSMEG_0699	787715	789565	+	N
MSMEG_0700	790090	789578	-	Y
MSMEG_0701	790135	790428	+	N
MSMEG_0702	791553	790621	-	Y
MSMEG_0703	792196	791573	-	N
MSMEG_0704	792803	792264	-	Y (1 nt leader)
MSMEG_0705	794181	792856	-	N
MSMEG_0706	794811	794200	-	N
MSMEG_0707	795467	794808	-	N
MSMEG_0708	795587	796540	+	N
MSMEG_0709	796766	798634	+	N
MSMEG_0710	798631	799281	+	N
MSMEG_0711	799323	800495	+	N
MSMEG_0713	800492	800851	+	N
MSMEG_0712	801438	800848	-	N
MSMEG_0714	802700	801516	-	N
MSMEG_0715	803472	802729	-	N
MSMEG_0716	803662	804960	+	N
MSMEG_0718	804960	806609	+	N
MSMEG_0717	807498	806596	-	Y
MSMEG_0719	808682	807543	-	N
MSMEG_0720	809722	808724	-	N
MSMEG_0721	809823	810451	+	Y
MSMEG_0722	811017	810514	-	N
MSMEG_0723	811729	811187	-	N
MSMEG_0724	811835	812161	+	Y
MSMEG_0725	812164	813117	+	N
MSMEG_0726	813267	813145	-	N
