operon_no.	start_gene	last_gene	start_position	last_position	strand	in_operon	changed
206	CCNA_00370	CCNA_00374	387576	390177	-	y	0
208	CCNA_00377	CCNA_00379	391953	396640	-	y	0
209	CCNA_00380	CCNA_00380	396879	397418	-	n	0
211	CCNA_00382	CCNA_00382	398637	399713	-	n	0
212	CCNA_00383	CCNA_00383	399852	400487	-	n	0
214	CCNA_00386	CCNA_00386	402858	403445	-	n	0
216	CCNA_00388	CCNA_00388	404125	405006	-	n	0
217	CCNA_00389	CCNA_00389	405104	405895	-	n	0
220	CCNA_00393	CCNA_00394	409326	410899	-	y	0
222	CCNA_00396	CCNA_00396	412933	413610	-	n	0
224	CCNA_00398	CCNA_00398	415406	416764	-	n	0
226	CCNA_00406	CCNA_00406	422170	422538	-	n	0
228	CCNA_00408	CCNA_00408	423040	424308	-	n	0
230	CCNA_00415	CCNA_00415	428613	429584	-	n	0
231	CCNA_00416	CCNA_00417	429725	430498	-	y	0
233	CCNA_00420	CCNA_03919	431334	433170	-	y	0
236	CCNA_00425	CCNA_00425	435633	436094	-	n	0
239	CCNA_00430	CCNA_00430	437556	437741	-	n	0
241	CCNA_00432	CCNA_00432	438156	438650	-	n	0
245	CCNA_00438	CCNA_00438	444889	445200	-	n	0
250	CCNA_00452	CCNA_03920	458721	461868	-	y	0
257	CCNA_00468	CCNA_00468	481820	481933	-	n	0
258	CCNA_00469	CCNA_00469	482231	483454	-	n	0
259	CCNA_00470	CCNA_00472	484789	488169	-	y	0
261	CCNA_00473	CCNA_00476	488274	493709	-	y	0
262	CCNA_00477	CCNA_00477	494090	494284	-	n	0
263	CCNA_00478	CCNA_00478	494406	495143	-	n	0
265	CCNA_00480	CCNA_00480	495724	497022	-	n	0
267	CCNA_00483	CCNA_00483	499379	500224	-	n	0
268	CCNA_00484	CCNA_00485	500314	502142	-	y	0
271	CCNA_00488	CCNA_00489	506715	507747	-	y	0
273	CCNA_00491	CCNA_00491	508870	509508	-	n	0
275	CCNA_00498	CCNA_00498	515285	515404	-	n	0
276	CCNA_00499	CCNA_00501	515480	518417	-	y	0
279	CCNA_00504	CCNA_00504	519729	520193	-	n	0
281	CCNA_00508	CCNA_00508	523154	523927	-	n	0
282	CCNA_00509	CCNA_00512	523993	527045	-	y	0
286	CCNA_00516	CCNA_00518	531683	533733	-	y	0
287	CCNA_00519	CCNA_00519	533891	534967	-	n	0
288	CCNA_00520	CCNA_00520	535198	536136	-	n	0
289	CCNA_00521	CCNA_00525	536277	539654	-	y	0
294	CCNA_00533	CCNA_00533	544865	546187	-	n	0
298	CCNA_00539	CCNA_00539	558249	559709	-	n	0
299	CCNA_00540	CCNA_00540	559904	560776	-	n	0
301	CCNA_00542	CCNA_00543	561341	562363	-	y	0
306	CCNA_00551	CCNA_00551	568260	568700	-	n	0
307	CCNA_00552	CCNA_00553	568956	570172	-	y	0
311	CCNA_00557	CCNA_00559	573020	575737	-	y	0
313	CCNA_00565	CCNA_00565	580036	581778	-	n	0
314	CCNA_00566	CCNA_00566	582330	583541	-	n	0
315	CCNA_00567	CCNA_00570	583664	589130	-	y	0
322	CCNA_00583	CCNA_00583	611838	613205	-	n	0
325	CCNA_00586	CCNA_00586	614415	615746	-	n	0
329	CCNA_00593	CCNA_00594	622934	626342	-	y	0
329.1	CCNA_00589	CCNA_00592	617851	622871	-	y	0
330	CCNA_00595	CCNA_00596	626899	628364	-	y	0
332	CCNA_00598	CCNA_00598	631886	634816	-	n	0
334	CCNA_00605	CCNA_00605	641122	641910	-	n	0
341	CCNA_00612	CCNA_03924	653295	660031	-	y	1
342	CCNA_00616	CCNA_00616	660157	660612	-	n	0
344	CCNA_00621	CCNA_00621	666047	666601	-	n	0
347	CCNA_00624	CCNA_00624	669233	670396	-	n	0
349	CCNA_00626	CCNA_00626	670929	672842	-	n	0
350	CCNA_00627	CCNA_00628	672921	673771	-	y	0
353	CCNA_00637	CCNA_00639	684440	691751	-	y	0
354	CCNA_00640	CCNA_00640	691897	692172	-	n	0
355	CCNA_00641	CCNA_00642	692376	692899	-	y	0
359	CCNA_00655	CCNA_00655	708328	710310	-	n	0
361	CCNA_00660	CCNA_00663	717822	719943	-	y	0
364	CCNA_00667	CCNA_00671	723506	729756	-	y	0
365	CCNA_00672	CCNA_00672	729890	730693	-	n	0
367	CCNA_00674	CCNA_00676	731887	733734	-	y	0
368	CCNA_00677	CCNA_00678	733882	735007	-	y	0
369	CCNA_00680	CCNA_00681	736612	737981	-	y	0
371	CCNA_00683	CCNA_00685	738931	741725	-	y	0
373	CCNA_00687	CCNA_00688	743356	745096	-	y	0
375	CCNA_00690	CCNA_00690	747704	748207	-	n	0
376	CCNA_00691	CCNA_00691	748560	748901	-	n	0
378	CCNA_00693	CCNA_00694	751485	754342	-	y	0
379	CCNA_00695	CCNA_00695	754514	756148	-	n	0
381	CCNA_00698	CCNA_00698	757318	757815	-	n	0
383	CCNA_00700	CCNA_00700	759099	761024	-	n	0
387	CCNA_00705	CCNA_00705	763025	763315	-	n	0
388	CCNA_00706	CCNA_00706	763590	764003	-	n	0
389	CCNA_00707	CCNA_00708	764103	767110	-	y	0
391	CCNA_00710	CCNA_00710	767521	768690	-	n	0
393	CCNA_00712	CCNA_00712	769938	770252	-	n	0
395	CCNA_03926	CCNA_00714	770292	770709	-	y	0
397	CCNA_00716	CCNA_00716	771391	771567	-	n	0
399	CCNA_00718	CCNA_03930	771887	772894	-	y	0
400	CCNA_03931	CCNA_03933	773437	774278	-	y	0
402	CCNA_00721	CCNA_00722	777942	779933	-	y	0
404	CCNA_00725	CCNA_00726	780950	782970	-	y	0
408	CCNA_00731	CCNA_00731	787361	789274	-	n	0
410	CCNA_00735	CCNA_00735	792461	793030	-	n	0
411	CCNA_00736	CCNA_03934	793143	796828	-	y	1
412	CCNA_00738	CCNA_00738	797019	798110	-	n	0
414	CCNA_00740	CCNA_00742	798513	800797	-	y	0
417	CCNA_00745	CCNA_00746	802070	803496	-	y	0
418	CCNA_00747	CCNA_00747	803595	804953	-	n	0
420	CCNA_00750	CCNA_00751	807593	810233	-	y	0
421	CCNA_00752	CCNA_00752	810384	811262	-	n	0
422	CCNA_00753	CCNA_00753	811400	812437	-	n	0
423	CCNA_00754	CCNA_00754	812595	813296	-	n	0
424	CCNA_00755	CCNA_00756	813444	814120	-	y	0
425	CCNA_00757	CCNA_00757	814256	815314	-	n	0
427	CCNA_00759	CCNA_00759	816201	818675	-	n	0
428	CCNA_00760	CCNA_00760	818810	820510	-	n	0
429	CCNA_00761	CCNA_00764	820655	822897	-	y	0
431	CCNA_00766	CCNA_00767	823602	824421	-	y	0
434	CCNA_00772	CCNA_00772	827021	827239	-	n	0
437	CCNA_00775	CCNA_00775	830436	831593	-	n	0
438	CCNA_00776	CCNA_00776	831686	835249	-	n	0
439	CCNA_00777	CCNA_00778	835363	839778	-	y	0
441	CCNA_00780	CCNA_00780	840760	841686	-	n	0
443	CCNA_00782	CCNA_00782	842489	844108	-	n	0
444	CCNA_00783	CCNA_00783	844450	846426	-	n	0
446	CCNA_00785	CCNA_00785	848157	849932	-	n	0
447	CCNA_00787	CCNA_00787	850554	851420	-	n	0
449	CCNA_00789	CCNA_00789	852873	853523	-	n	0
451	CCNA_00792	CCNA_00792	855026	856210	-	n	0
454	CCNA_00795	CCNA_00799	858980	864705	-	y	0
457	CCNA_00804	CCNA_00804	868374	868859	-	n	0
458	CCNA_00805	CCNA_00808	869089	872310	-	y	0
459	CCNA_00809	CCNA_00813	872590	877531	-	y	0
460	CCNA_00814	CCNA_00814	877757	878080	-	n	0
461	CCNA_00815	CCNA_00817	878273	881284	-	y	0
462	CCNA_00818	CCNA_00821	881445	883889	-	y	0
463	CCNA_00822	CCNA_00822	883961	884305	-	n	0
464	CCNA_00823	CCNA_00824	884441	886054	-	y	0
465	CCNA_00825	CCNA_00826	886217	887742	-	y	0
470	CCNA_00832	CCNA_00832	897582	898481	-	n	0
475	CCNA_00837	CCNA_00837	903123	904739	-	n	0
476	CCNA_00838	CCNA_00838	904900	906873	-	n	0
479	CCNA_00841	CCNA_00841	911803	913419	-	n	0
480	CCNA_00842	CCNA_00842	913509	915233	-	n	0
481	CCNA_00843	CCNA_00843	915317	916645	-	n	0
482	CCNA_00844	CCNA_00846	916721	920390	-	y	0
484	CCNA_00848	CCNA_00851	921330	927470	-	y	0
486	CCNA_00853	CCNA_00853	928249	929016	-	n	0
488	CCNA_00855	CCNA_00855	930735	931592	-	n	0
489	CCNA_00856	CCNA_00856	931733	933355	-	n	0
490	CCNA_00857	CCNA_00857	933527	934963	-	n	0
492	CCNA_00859	CCNA_00860	937676	938855	-	y	0
493	CCNA_00861	CCNA_00861	938979	939557	-	n	0
494	CCNA_00864	CCNA_00866	942458	945817	-	y	0
494.5	CCNA_00862	CCNA_00863	939696	942333	-	y	0
496	CCNA_00869	CCNA_00869	947426	950383	-	n	0
497	CCNA_00873	CCNA_00873	952037	952834	-	n	0
497.1	CCNA_00870	CCNA_00872	950449	952008	-	y	0
499	CCNA_00875	CCNA_00877	953751	954947	-	y	0
503	CCNA_00880	CCNA_00881	959391	961699	-	y	0
504	CCNA_00882	CCNA_00882	961855	962853	-	n	0
505	CCNA_00883	CCNA_00885	963045	964730	-	y	0
509	CCNA_00889	CCNA_00889	967313	967756	-	n	0
510	CCNA_00890	CCNA_00890	967847	968767	-	n	0
515	CCNA_00896	CCNA_00896	975549	975920	-	n	0
517	CCNA_00898	CCNA_00899	976253	978094	-	y	0
519	CCNA_00901	CCNA_00901	980770	981606	-	n	0
521	CCNA_00905	CCNA_00913	985509	993209	-	y	0
522	CCNA_00914	CCNA_00914	993288	993815	-	n	0
524	CCNA_00916	CCNA_00917	994709	995262	-	y	0
529	CCNA_00924	CCNA_00925	1001739	1002560	-	y	0
530	CCNA_00926	CCNA_00926	1002665	1003636	-	n	0
531	CCNA_00927	CCNA_00928	1003804	1005102	-	y	0
534	CCNA_00935	CCNA_00935	1010693	1011679	-	n	0
536	CCNA_00937	CCNA_00937	1012655	1012924	-	n	0
537	CCNA_00938	CCNA_00938	1013086	1014273	-	n	0
540	CCNA_00941	CCNA_03944	1017151	1021586	-	y	0
548	CCNA_00958	CCNA_00958	1035956	1037278	-	n	0
550	CCNA_00962	CCNA_00963	1038480	1039353	-	y	0
551	CCNA_00964	CCNA_00964	1039648	1039740	-	n	0
552	CCNA_00965	CCNA_00965	1039915	1040613	-	n	0
554	CCNA_00967	CCNA_00967	1041399	1042019	-	n	0
556	CCNA_00969	CCNA_00969	1044122	1045882	-	n	0
558	CCNA_00971	CCNA_00971	1049148	1050041	-	n	0
560	CCNA_00973	CCNA_00973	1050375	1050782	-	n	0
562	CCNA_00976	CCNA_00976	1055002	1056786	-	n	0
566	CCNA_00983	CCNA_00985	1062171	1066802	-	y	0
568	CCNA_00988	CCNA_00988	1068127	1069569	-	n	0
570	CCNA_00990	CCNA_00991	1071582	1072560	-	y	0
571	CCNA_00992	CCNA_00992	1072625	1073638	-	n	0
572	CCNA_00993	CCNA_00993	1073710	1075248	-	n	0
573	CCNA_00994	CCNA_00994	1075409	1077076	-	n	0
580	CCNA_01001	CCNA_01003	1083029	1085081	-	y	0
582	CCNA_01007	CCNA_01011	1086496	1092254	-	y	0
584	CCNA_01014	CCNA_01014	1094791	1095267	-	n	0
587	CCNA_01018	CCNA_01018	1099898	1100821	-	n	0
588	CCNA_01019	CCNA_01020	1100992	1104375	-	y	0
592	CCNA_01024	CCNA_01026	1111617	1113450	-	y	0
593	CCNA_01027	CCNA_01027	1113648	1114013	-	n	0
595	CCNA_01029	CCNA_01029	1115733	1118816	-	n	0
596	CCNA_01030	CCNA_01030	1118884	1119501	-	n	0
600	CCNA_01036	CCNA_01036	1129199	1132048	-	n	0
601	CCNA_01038	CCNA_01038	1132998	1133387	-	n	0
601.1	CCNA_01037	CCNA_01037	1132130	1132891	-	n	0
603	CCNA_01041	CCNA_01041	1136570	1136704	-	n	0
604	CCNA_01042	CCNA_01043	1137267	1139944	-	y	0
606	CCNA_01045	CCNA_01046	1140749	1141746	-	y	0
615	CCNA_01055	CCNA_01057	1154844	1159047	-	y	0
616	CCNA_01058	CCNA_01058	1159130	1159429	-	n	0
621	CCNA_01068	CCNA_01068	1172841	1174130	-	n	0
623	CCNA_01070	CCNA_01071	1176508	1178732	-	y	0
624	CCNA_01072	CCNA_01072	1178906	1179061	-	n	0
625	CCNA_01073	CCNA_01074	1179165	1179754	-	y	0
627	CCNA_01075	CCNA_01076	1179849	1180887	-	y	0
628	CCNA_01077	CCNA_01077	1180973	1183075	-	n	0
630	CCNA_01079	CCNA_01079	1184014	1184190	-	n	0
632	CCNA_01082	CCNA_01082	1185664	1186698	-	n	0
634	CCNA_01085	CCNA_01085	1190105	1191112	-	n	0
635	CCNA_01086	CCNA_01086	1191305	1193113	-	n	0
637	CCNA_01088	CCNA_01090	1194028	1197659	-	y	0
638	CCNA_01091	CCNA_01093	1197735	1198962	-	y	0
639	CCNA_01094	CCNA_01094	1199089	1199238	-	n	0
640	CCNA_01095	CCNA_01096	1199533	1203163	-	y	0
641	CCNA_01097	CCNA_01098	1203412	1203984	-	y	0
642	CCNA_01099	CCNA_01100	1204106	1207291	-	y	0
643	CCNA_01101	CCNA_01101	1207424	1207945	-	n	0
645	CCNA_01103	CCNA_01104	1208972	1211112	-	y	0
647	CCNA_01108	CCNA_01108	1212651	1213511	-	n	0
650	CCNA_01113	CCNA_01115	1218139	1220338	-	y	0
652	CCNA_01117	CCNA_01117	1222305	1223195	-	n	0
655	CCNA_01120	CCNA_01120	1224190	1224321	-	n	0
659	CCNA_01124	CCNA_01124	1229340	1230383	-	n	0
660	CCNA_01125	CCNA_01125	1230748	1231227	-	n	0
663	CCNA_01133	CCNA_01133	1237868	1238398	-	n	0
664	CCNA_01134	CCNA_01137	1238520	1240868	-	y	0
667	CCNA_01140	CCNA_01140	1243292	1244899	-	n	0
670	CCNA_01143	CCNA_01145	1247757	1250288	-	y	0
673	CCNA_01149	CCNA_01149	1251371	1254007	-	n	0
685	CCNA_01166	CCNA_01168	1284624	1287783	-	y	0
686	CCNA_01169	CCNA_01170	1287879	1291355	-	y	0
689	CCNA_01173	CCNA_01174	1293181	1294526	-	y	0
693	CCNA_01180	CCNA_01180	1299008	1301185	-	n	0
694	CCNA_01181	CCNA_01181	1301278	1301802	-	n	0
696	CCNA_01185	CCNA_01185	1304093	1304443	-	n	0
701	CCNA_01191	CCNA_01193	1311323	1315289	-	y	0
702	CCNA_01194	CCNA_01194	1315500	1317953	-	n	0
703	CCNA_01195	CCNA_01195	1318104	1319129	-	n	0
705	CCNA_01197	CCNA_01197	1321300	1321470	-	n	0
707	CCNA_01200	CCNA_01200	1323479	1325734	-	n	0
708	CCNA_01201	CCNA_01202	1325802	1328746	-	y	0
709	CCNA_01203	CCNA_01203	1328834	1330816	-	n	0
710	CCNA_01204	CCNA_01204	1330891	1331838	-	n	0
713	CCNA_01211	CCNA_01215	1337787	1342432	-	y	0
714	CCNA_01216	CCNA_01216	1342538	1343455	-	n	0
717	CCNA_01222	CCNA_01226	1348063	1353818	-	y	0
717.1	CCNA_01220	CCNA_01221	1346517	1347995	-	y	0
719	CCNA_01229	CCNA_01229	1355671	1357023	-	n	0
721	CCNA_01232	CCNA_01233	1359759	1361161	-	y	0
724	CCNA_01236	CCNA_01237	1363099	1363481	-	y	0
726	CCNA_01238	CCNA_01242	1363636	1369202	-	y	0
728	CCNA_01244	CCNA_01244	1371913	1372320	-	n	0
729	CCNA_01245	CCNA_01247	1372630	1375792	-	y	0
731	CCNA_01252	CCNA_01252	1379181	1381280	-	n	0
733	CCNA_01255	CCNA_01255	1382977	1383126	-	n	0
734	CCNA_01256	CCNA_01258	1383564	1386171	-	y	0
738	CCNA_01264	CCNA_01264	1394767	1395261	-	n	0
739	CCNA_01265	CCNA_01265	1395376	1395498	-	n	0
741	CCNA_01266	CCNA_01267	1395597	1396687	-	y	0
742	CCNA_01268	CCNA_01268	1396765	1397271	-	n	0
745	CCNA_01274	CCNA_01274	1400085	1401608	-	n	0
747	CCNA_01278	CCNA_01280	1404393	1406898	-	y	0
750	CCNA_01285	CCNA_01285	1411601	1412590	-	n	0
752	CCNA_01287	CCNA_01287	1412941	1413933	-	n	0
754	CCNA_01289	CCNA_01289	1415258	1415635	-	n	0
756	CCNA_01293	CCNA_01293	1418341	1418772	-	n	0
758	CCNA_01295	CCNA_01295	1419254	1419994	-	n	0
759	CCNA_01296	CCNA_01296	1420118	1422046	-	n	0
760	CCNA_01297	CCNA_01297	1422154	1422990	-	n	0
768	CCNA_01333	CCNA_01333	1446332	1446724	-	n	0
769	CCNA_01334	CCNA_01335	1446891	1448638	-	y	0
779	CCNA_01351	CCNA_01353	1463228	1467880	-	y	0
781	CCNA_01354	CCNA_01354	1468212	1469198	-	n	0
786	CCNA_01365	CCNA_01365	1481196	1481714	-	n	0
787	CCNA_01366	CCNA_01366	1482020	1482244	-	n	0
790	CCNA_01371	CCNA_01371	1486421	1486729	-	n	0
791	CCNA_01372	CCNA_01372	1486831	1487439	-	n	0
793	CCNA_01377	CCNA_01377	1492093	1492239	-	n	0
798	CCNA_01384	CCNA_01384	1500699	1502186	-	n	0
800	CCNA_01386	CCNA_01386	1503106	1503747	-	n	0
805	CCNA_01393	CCNA_01394	1510803	1513286	-	y	0
807	CCNA_01399	CCNA_01400	1518556	1520453	-	y	0
810	CCNA_01405	CCNA_01405	1524077	1524403	-	n	0
811	CCNA_01406	CCNA_01406	1524621	1525478	-	n	0
813	CCNA_01408	CCNA_01410	1526164	1529118	-	y	0
817	CCNA_01418	CCNA_01418	1536112	1536558	-	n	0
821	CCNA_01426	CCNA_01426	1543638	1544192	-	n	0
822	CCNA_01427	CCNA_01427	1544458	1544940	-	n	0
827	CCNA_01435	CCNA_01437	1549509	1550008	-	y	0
831	CCNA_01439	CCNA_01439	1551231	1552631	-	n	0
833	CCNA_01443	CCNA_01444	1554869	1557607	-	y	0
844	CCNA_01462	CCNA_01462	1569294	1570469	-	n	0
845	CCNA_01463	CCNA_01463	1570667	1571776	-	n	0
846	CCNA_01464	CCNA_01464	1572066	1572383	-	n	0
848	CCNA_01466	CCNA_01466	1574323	1574589	-	n	0
852	CCNA_01478	CCNA_01478	1585598	1586344	-	n	0
856	CCNA_01485	CCNA_01486	1591536	1593723	-	y	0
861	CCNA_01491	CCNA_01493	1599999	1603113	-	y	0
862	CCNA_01494	CCNA_01495	1603290	1606026	-	y	0
867	CCNA_01501	CCNA_01503	1611887	1613346	-	y	0
868	CCNA_01504	CCNA_01505	1614298	1616739	-	y	0
869	CCNA_01506	CCNA_01508	1616805	1618991	-	y	0
870	CCNA_01509	CCNA_01509	1619099	1620214	-	n	0
876	CCNA_01521	CCNA_01521	1629643	1630458	-	n	0
877	CCNA_01522	CCNA_01522	1630557	1631426	-	n	0
878	CCNA_01523	CCNA_01524	1631535	1634067	-	y	0
886	CCNA_01537	CCNA_01537	1645354	1645890	-	n	0
888	CCNA_01539	CCNA_01539	1649458	1650156	-	n	0
891	CCNA_01542	CCNA_01542	1651185	1653455	-	n	0
892	CCNA_01543	CCNA_01543	1653545	1654885	-	n	0
894	CCNA_01546	CCNA_01546	1656352	1658577	-	n	0
896	CCNA_01549	CCNA_01550	1662374	1665261	-	y	0
900	CCNA_01554	CCNA_01555	1669091	1672134	-	y	0
905	CCNA_01566	CCNA_01566	1682996	1683307	-	n	0
910	CCNA_01571	CCNA_01573	1688684	1690118	-	y	0
912	CCNA_01575	CCNA_01575	1690968	1692194	-	n	0
913	CCNA_01576	CCNA_01577	1692309	1694450	-	y	0
919	CCNA_01583	CCNA_01583	1698521	1699561	-	n	0
920	CCNA_01584	CCNA_01584	1699686	1702070	-	n	0
921	CCNA_01585	CCNA_01585	1702356	1704437	-	n	0
923	CCNA_01589	CCNA_01589	1708112	1709248	-	n	0
926	CCNA_01593	CCNA_01593	1713020	1714831	-	n	0
927	CCNA_01594	CCNA_01596	1715035	1718895	-	y	0
928	CCNA_01597	CCNA_01597	1718983	1719228	-	n	0
930	CCNA_01599	CCNA_01600	1720927	1722017	-	y	0
933	CCNA_01603	CCNA_01603	1723294	1724496	-	n	0
933.5	CCNA_03956	CCNA_03956	1845242	1845427	-	n	0
936	CCNA_01605	CCNA_01606	1725350	1726562	-	y	0
938	CCNA_01608	CCNA_01608	1727463	1728137	-	n	0
945	CCNA_01618	CCNA_01619	1739738	1741014	-	y	0
947	CCNA_01623	CCNA_01623	1744514	1744933	-	n	0
949	CCNA_01625	CCNA_01625	1745770	1747389	-	n	0
952	CCNA_01632	CCNA_01632	1751025	1751486	-	n	0
955	CCNA_01643	CCNA_01643	1763716	1764555	-	n	0
956	CCNA_01644	CCNA_01644	1764656	1765552	-	n	0
958	CCNA_01646	CCNA_01647	1766524	1768334	-	y	0
960	CCNA_01650	CCNA_01650	1770655	1771179	-	n	0
964	CCNA_01656	CCNA_01657	1777143	1778806	-	y	0
966	CCNA_01660	CCNA_01660	1781219	1781911	-	n	0
972	CCNA_01672	CCNA_01674	1794029	1797482	-	y	0
975	CCNA_01682	CCNA_01682	1809354	1810292	-	n	0
977	CCNA_01684	CCNA_01684	1811466	1812350	-	n	0
978	CCNA_01685	CCNA_01685	1812515	1812844	-	n	0
982	CCNA_01693	CCNA_01695	1820814	1826589	-	y	0
983	CCNA_01696	CCNA_01696	1826794	1828470	-	n	0
